bref_id,season,team,g,mp,ws
abrinal01,2017,OKC,73,1135,2.2
abrinal01,2018,OKC,81,1244,2.4000000000000004
abrinal01,2019,OKC,31,588,0.6
achiupr01,2021,MIA,64,749,1.2
acyqu01,2013,TOR,29,342,1.1
acyqu01,2014,SAC,56,786,1.3
acyqu01,2014,TOR,7,61,0.2
acyqu01,2014,TOT,63,847,1.5
acyqu01,2015,NYK,68,1287,1.7
acyqu01,2016,SAC,59,876,2.5
acyqu01,2017,BRK,32,510,1.1
acyqu01,2017,DAL,6,48,-0.1
acyqu01,2017,TOT,38,558,0.9
acyqu01,2018,BRK,70,1359,1
acyqu01,2019,PHO,10,123,-0.1
adamsja01,2019,ATL,34,428,0.1
adamsja01,2020,POR,3,21,0
adamsja01,2021,MIL,7,18,-0.1
adamsjo01,2015,MEM,34,258,0.5
adamsjo01,2016,MEM,2,15,0
adamsst01,2014,OKC,99,1528,3.5999999999999996
adamsst01,2015,OKC,70,1771,4.1
adamsst01,2016,OKC,98,2567,8.6
adamsst01,2017,OKC,85,2546,6.9
adamsst01,2018,OKC,82,2687,10.399999999999999
adamsst01,2019,OKC,85,2828,9.4
adamsst01,2020,OKC,70,1890,7
adamsst01,2021,NOP,58,1605,4
adebaba01,2018,MIA,74,1445,4.1000000000000005
adebaba01,2019,MIA,82,1913,6.8
adebaba01,2020,MIA,91,3104,11.1
adebaba01,2021,MIA,68,2279,8.8
adelde01,2019,CLE,19,194,-0.2
adrieje01,2011,GSW,23,196,0.2
adrieje01,2012,HOU,8,63,0.1
adrieje01,2013,CHO,52,713,1
adrieje01,2014,CHO,25,256,0.9
adrieje01,2014,MIL,28,705,1.8
adrieje01,2014,TOT,53,961,2.7
adrieje01,2015,MIN,17,215,0.4
afflaar01,2010,DEN,88,2341,4.7
afflaar01,2011,DEN,72,2409,6.1000000000000005
afflaar01,2012,DEN,69,2315,5.5
afflaar01,2013,ORL,64,2307,2
afflaar01,2014,ORL,73,2552,5.3
afflaar01,2015,DEN,53,1750,1.8
afflaar01,2015,POR,28,812,0.6000000000000001
afflaar01,2015,TOT,78,2502,2.6
afflaar01,2016,NYK,71,2371,2.7
afflaar01,2017,SAC,61,1580,1.4
afflaar01,2018,ORL,53,682,0.1
agerma01,2011,MIN,4,29,0
ahearbl01,2012,UTA,7,38,-0.1
ajincal01,2010,CHO,6,30,0
ajincal01,2011,DAL,10,75,0.1
ajincal01,2011,TOR,24,265,0.2
ajincal01,2011,TOT,34,340,0.4
ajincal01,2014,NOP,56,951,2.1
ajincal01,2015,NOP,71,967,3.3000000000000003
ajincal01,2016,NOP,59,861,1
ajincal01,2017,NOP,39,584,1
akognjo01,2013,DAL,3,9,0
akoonde01,2019,DEN,7,22,0
alabiso01,2011,TOR,12,59,-0.2
alabiso01,2012,TOR,14,122,0.2
aldemfu01,2015,PHI,41,540,1.4
aldrico01,2011,OKC,18,142,0.2
aldrico01,2012,OKC,31,198,0.7
aldrico01,2013,HOU,30,213,0.2
aldrico01,2013,SAC,15,175,0.4
aldrico01,2013,TOT,45,388,0.6
aldrico01,2014,NYK,46,330,1.2
aldrico01,2015,NYK,61,976,2.2
aldrico01,2016,LAC,66,877,3.9
aldrico01,2017,MIN,62,531,1.3
aldrico01,2018,MIN,21,49,0
aldrila01,2010,POR,84,3151,9
aldrila01,2011,POR,87,3469,11.5
aldrila01,2012,POR,55,1994,7
aldrila01,2013,POR,74,2790,7.2
aldrila01,2014,POR,80,2939,8.4
aldrila01,2015,POR,76,2720,8.7
aldrila01,2016,SAS,84,2598,11.7
aldrila01,2017,SAS,88,2872,7.8
aldrila01,2018,SAS,80,2686,11.6
aldrila01,2019,SAS,88,2931,10
aldrila01,2020,SAS,53,1754,4.5
aldrila01,2021,BRK,5,130,0.4
aldrila01,2021,SAS,21,544,0.8
aldrila01,2021,TOT,26,674,1.1
alexacl01,2016,POR,8,36,0
alexajo01,2010,CHI,8,29,0
alexaky01,2020,MIA,2,13,0
alexani01,2020,NOP,47,591,-0.2
alexani01,2021,NOP,46,1007,0.7
alexaty01,2021,PHO,15,47,0
alkinra01,2019,CHI,10,120,-0.1
allengr01,2019,UTA,40,430,0
allengr01,2020,MEM,38,718,1.2
allengr01,2021,MEM,55,1375,2.6
allenja01,2018,BRK,72,1441,4.2
allenja01,2019,BRK,85,2206,8
allenja01,2020,BRK,74,1984,8.399999999999999
allenja01,2021,BRK,12,320,1.4
allenja01,2021,CLE,51,1544,5
allenja01,2021,TOT,63,1864,6.4
allenka01,2018,BOS,18,107,-0.1
allenka01,2019,NYK,19,416,1
allenka01,2020,NYK,10,117,0.1
allenla01,2012,PHI,53,860,2.5
allenla01,2013,PHI,79,1669,2.5
allenla01,2014,IND,18,127,0.4
allenla01,2014,PHI,51,960,1.1
allenla01,2014,TOT,65,1072,1.5
allenla01,2015,IND,63,1070,2.8
allenla01,2016,IND,85,1650,3.7
allenla01,2017,IND,64,882,1.7
allenma01,2010,DEN,55,467,0.1
allenma01,2011,ORL,19,185,0.2
allenra02,2010,BOS,104,3744,10.3
allenra02,2011,BOS,89,3251,11.7
allenra02,2012,BOS,64,2181,5.7
allenra02,2013,MIA,102,2608,6.9
allenra02,2014,MIA,93,2463,5
allento01,2010,BOS,78,1280,2.7
allento01,2011,MEM,85,1844,4.9
allento01,2012,MEM,65,1695,4.4
allento01,2013,MEM,94,2531,6.3999999999999995
allento01,2014,MEM,62,1508,3.2
allento01,2015,MEM,73,1927,4.699999999999999
allento01,2016,MEM,68,1714,2.1999999999999997
allento01,2017,MEM,71,1914,3.1
allento01,2018,NOP,22,273,0.1
almonmo01,2012,WAS,4,67,0
alstora01,2010,MIA,25,655,0.4
alstora01,2010,BRK,27,766,-0.8
alstora01,2010,TOT,52,1421,-0.4
aminual01,2011,LAC,81,1452,0.7
aminual01,2012,NOP,66,1477,1.4
aminual01,2013,NOP,76,2066,3.1
aminual01,2014,NOP,80,2045,3.1
aminual01,2015,DAL,79,1516,3.9
aminual01,2016,POR,93,2713,4.8
aminual01,2017,POR,65,1886,1.9
aminual01,2018,POR,73,2203,4.6000000000000005
aminual01,2019,POR,97,2691,6.2
aminual01,2020,ORL,18,380,0.1
aminual01,2021,CHI,6,67,0
aminual01,2021,ORL,17,367,0.1
aminual01,2021,TOT,23,434,0.1
amundlo01,2010,PHO,95,1362,3.4
amundlo01,2011,GSW,46,691,0.6
amundlo01,2012,IND,71,847,1.2
amundlo01,2013,CHI,1,2,0
amundlo01,2013,MIN,20,161,-0.1
amundlo01,2013,NOP,18,209,0.3
amundlo01,2013,TOT,39,372,0.1
amundlo01,2014,CHI,1,1,0
amundlo01,2014,NOP,18,184,0.1
amundlo01,2014,TOT,19,185,0.1
amundlo01,2015,CLE,12,79,0
amundlo01,2015,NYK,41,858,0.4
amundlo01,2015,TOT,53,937,0.3
amundlo01,2016,NYK,29,204,-0.1
anderal01,2012,TOR,17,461,0.3
anderal01,2013,TOR,65,1495,1.6
anderal01,2014,BRK,90,2034,1.9
anderal01,2015,BRK,80,1886,3.1
anderal01,2016,WAS,13,192,0.3
anderal01,2017,LAC,30,308,0.1
anderan02,2010,OKC,1,15,0
anderch01,2010,DEN,82,1811,6
anderch01,2011,DEN,50,805,3.5
anderch01,2012,DEN,32,486,1.9
anderch01,2013,MIA,62,927,4.6
anderch01,2014,MIA,90,1713,7.2
anderch01,2015,MIA,60,1132,3.6
anderch01,2016,MEM,24,445,1.1
anderch01,2016,MIA,7,36,0.1
anderch01,2016,TOT,27,402,1.3
anderch01,2017,CLE,12,114,0.2
anderda03,2010,HOU,63,891,1.3
anderda03,2011,NOP,29,223,0.1
anderda03,2011,TOR,11,150,0.2
anderda03,2011,TOT,40,373,0.3
anderja01,2011,SAS,26,286,0.3
anderja01,2012,SAS,59,634,0.6
anderja01,2013,HOU,31,325,0.6
anderja01,2013,SAS,10,94,0.2
anderja01,2013,TOT,39,401,0.9
anderja01,2014,PHI,80,2309,1.9
anderja01,2016,SAC,51,721,-0.3
anderju01,2016,DAL,60,742,1.2000000000000002
anderju01,2017,DAL,51,710,1
anderju01,2017,PHI,24,518,0.9
anderju01,2017,TOT,75,1228,1.9
anderju01,2018,PHI,45,552,1.2
anderju01,2019,ATL,48,463,0.4
anderju01,2020,BRK,13,135,0
anderky01,2015,SAS,33,358,0.3
anderky01,2016,SAS,88,1374,3.6
anderky01,2017,SAS,87,1215,3.5
anderky01,2018,SAS,79,2051,6.4
anderky01,2019,MEM,43,1281,2.7
anderky01,2020,MEM,67,1330,2.5
anderky01,2021,MEM,74,2029,5.699999999999999
anderry01,2010,ORL,72,1000,3.2
anderry01,2011,ORL,70,1571,6.800000000000001
anderry01,2012,ORL,66,2136,8.9
anderry01,2013,NOP,81,2503,6.5
anderry01,2014,NOP,22,795,2.3
anderry01,2015,NOP,65,1770,3.7
anderry01,2016,NOP,66,2008,3.9
anderry01,2017,HOU,83,2452,5.6000000000000005
anderry01,2018,HOU,77,1820,4.8999999999999995
anderry01,2019,MIA,10,44,0
anderry01,2019,PHO,15,278,-0.2
anderry01,2019,TOT,25,322,-0.2
anderry01,2020,HOU,2,14,0
anigbik01,2018,IND,11,30,0.1
anigbik01,2019,IND,3,6,-0.1
antetgi01,2014,MIL,77,1897,1.2
antetgi01,2015,MIL,87,2742,6.2
antetgi01,2016,MIL,80,2823,7.1
antetgi01,2017,MIL,86,3088,13.1
antetgi01,2018,MIL,82,3036,13.3
antetgi01,2019,MIL,87,2872,16.7
antetgi01,2020,MIL,72,2194,12.5
antetgi01,2021,MIL,76,2574,12.299999999999999
antetko01,2019,DAL,2,11,-0.1
antetko01,2020,LAL,5,20,0.1
antetko01,2021,LAL,15,56,-0.2
antetth01,2016,NYK,2,6,0
antetth01,2020,MIL,20,129,0.2
antetth01,2021,MIL,67,590,0.7999999999999999
anthoca01,2010,DEN,75,2888,8.6
anthoca01,2011,DEN,50,1774,4.7
anthoca01,2011,NYK,31,1133,3.7
anthoca01,2011,TOT,77,2751,7.9
anthoca01,2012,NYK,60,2080,6.6000000000000005
anthoca01,2013,NYK,79,2963,10.6
anthoca01,2014,NYK,77,2982,10.7
anthoca01,2015,NYK,40,1428,2.9
anthoca01,2016,NYK,72,2530,6.4
anthoca01,2017,NYK,74,2538,4.7
anthoca01,2018,OKC,84,2695,3.8000000000000003
anthoca01,2019,HOU,10,294,0.3
anthoca01,2020,POR,63,2078,1.2
anthoca01,2021,POR,75,1833,2.7
anthoco01,2021,ORL,47,1273,0
anthojo01,2010,MIA,85,1401,3.4
anthojo01,2011,MIA,96,2038,4.2
anthojo01,2012,MIA,81,1678,4.3
anthojo01,2013,MIA,76,637,1.3
anthojo01,2014,BOS,21,149,0.1
anthojo01,2014,MIA,12,37,0
anthojo01,2014,TOT,33,186,0.2
anthojo01,2015,DET,49,406,1.2
anthojo01,2016,DET,19,96,0.4
anthojo01,2017,SAS,22,137,0.4
anticpe01,2014,ATL,57,1095,1.0999999999999999
anticpe01,2015,ATL,78,1236,1.9
anunoog01,2018,TOR,84,1719,3.5
anunoog01,2019,TOR,67,1352,2
anunoog01,2020,TOR,80,2459,6.6000000000000005
anunoog01,2021,TOR,43,1433,3.1
applike01,2016,ORL,5,27,-0.1
arcidry01,2018,CHI,24,304,0.3
arcidry01,2019,CHI,81,1961,3.7
arcidry01,2020,CHI,58,930,1.4
arcidry01,2021,CHI,44,450,0.9
arenagi01,2010,WAS,32,1169,1.8
arenagi01,2011,ORL,54,1151,0.4
arenagi01,2011,TOT,70,1796,0.5
arenagi01,2011,WAS,21,726,0.4
arenagi01,2012,MEM,23,234,0.30000000000000004
arizatr01,2010,HOU,72,2629,3.2
arizatr01,2011,NOP,81,2841,3.6999999999999997
arizatr01,2012,NOP,41,1350,2.2
arizatr01,2013,WAS,56,1471,3.1
arizatr01,2014,WAS,88,3130,9.7
arizatr01,2015,HOU,99,3585,7.8999999999999995
arizatr01,2016,HOU,86,3040,5
arizatr01,2017,HOU,91,3186,6.9
arizatr01,2018,HOU,84,2851,5.8999999999999995
arizatr01,2019,PHO,26,884,0.6
arizatr01,2019,TOT,69,2349,2.5
arizatr01,2019,WAS,43,1465,1.9
arizatr01,2020,POR,21,702,1.4
arizatr01,2020,SAC,32,791,1.1
arizatr01,2020,TOT,53,1493,2.5
arizatr01,2021,MIA,34,937,1.5
armsthi01,2010,HOU,9,40,-0.2
armsthi01,2010,NOP,18,239,0.1
armsthi01,2010,SAC,6,56,0
armsthi01,2010,TOT,33,335,-0.1
armsthi01,2011,ATL,20,111,0.1
armsthi01,2011,TOT,53,488,0.5
armsthi01,2011,WAS,41,412,0.4
armsthi01,2014,GSW,22,114,0.19999999999999998
arroyca01,2010,MIA,77,1700,3.9000000000000004
arroyca01,2011,BOS,15,190,0.1
arroyca01,2011,MIA,49,995,1.6
arroyca01,2011,TOT,64,1185,1.7
artesro01,2010,LAL,100,3444,6.4
artesro01,2011,LAL,91,2697,5.1000000000000005
artesro01,2012,LAL,70,1956,3
artesro01,2013,LAL,78,2614,4.3999999999999995
artesro01,2014,NYK,29,388,0.3
artesro01,2016,LAL,35,590,0.1
artesro01,2017,LAL,25,160,-0.2
arthuda01,2010,MEM,32,457,0.3
arthuda01,2011,MEM,93,1810,4.1
arthuda01,2013,MEM,74,1145,2
arthuda01,2014,DEN,68,1161,0.7
arthuda01,2015,DEN,58,988,0.9
arthuda01,2016,DEN,70,1516,2.3
arthuda01,2017,DEN,41,639,1.1
arthuda01,2018,DEN,19,141,0
artisja01,2018,ORL,15,279,0
asikom01,2011,CHI,97,1137,2.8000000000000003
asikom01,2012,CHI,72,1099,2.7
asikom01,2013,HOU,88,2672,6
asikom01,2014,HOU,54,1131,2.5
asikom01,2015,NOP,80,2061,5
asikom01,2016,NOP,68,1178,1.7
asikom01,2017,NOP,31,482,1
asikom01,2018,CHI,4,61,-0.1
asikom01,2018,NOP,14,121,0
asikom01,2018,TOT,18,182,-0.1
atkinch01,2010,DET,40,644,0.2
augusdj01,2010,CHO,84,1545,2.6999999999999997
augusdj01,2011,CHO,82,2757,6.2
augusdj01,2012,CHO,48,1408,0.5
augusdj01,2013,IND,95,1542,3.5
augusdj01,2014,CHI,66,1998,6.300000000000001
augusdj01,2014,TOR,10,82,-0.2
augusdj01,2014,TOT,71,1939,6.2
augusdj01,2015,DET,54,1287,2.5
augusdj01,2015,OKC,28,677,0.9
augusdj01,2015,TOT,82,1964,3.4
augusdj01,2016,DEN,28,659,1.9
augusdj01,2016,OKC,34,519,0.7
augusdj01,2016,TOT,62,1178,2.6
augusdj01,2017,ORL,78,1538,1.2
augusdj01,2018,ORL,75,1760,4.1
augusdj01,2019,ORL,86,2410,7.300000000000001
augusdj01,2020,ORL,62,1548,3.1
augusdj01,2021,HOU,20,416,0.9
augusdj01,2021,MIL,37,713,1.2
augusdj01,2021,TOT,57,1129,2.1
avdijde01,2021,WAS,54,1257,1.2
ayongu01,2012,NOP,54,1088,3.2
ayongu01,2013,MIL,15,170,0.4
ayongu01,2013,ORL,43,571,0.7
ayongu01,2013,TOT,55,734,1.2
ayongu01,2014,ATL,26,429,0.7
aytonde01,2019,PHO,71,2183,5.8
aytonde01,2020,PHO,38,1236,3.1
aytonde01,2021,PHO,84,2651,10.8
azubuke01,2010,GSW,9,231,0.7
azubuke01,2012,DAL,4,23,-0.1
azubuud01,2021,UTA,16,58,0.1
babbch01,2014,BOS,14,132,0
babbilu01,2011,POR,24,137,-0.4
babbilu01,2012,POR,40,537,0.7
babbilu01,2013,POR,62,730,0.7
babbilu01,2014,NOP,27,473,0.7
babbilu01,2015,NOP,63,830,1.6
babbilu01,2016,NOP,47,845,1.1
babbilu01,2017,MIA,68,1065,1.8
babbilu01,2018,ATL,37,570,1.1
babbilu01,2018,MIA,15,148,-0.2
babbilu01,2018,TOT,50,715,0.9
bacondw01,2018,CHO,53,713,-0.1
bacondw01,2019,CHO,43,759,1.2
bacondw01,2020,CHO,39,687,-0.8
bacondw01,2021,ORL,72,1853,0.5
baglema01,2019,SAC,62,1567,3.6
baglema01,2020,SAC,13,334,0.4
baglema01,2021,SAC,43,1112,1.4
bairsca01,2015,CHI,18,64,-0.1
bairsca01,2016,CHI,18,103,0
bakerro01,2017,NYK,52,857,-0.1
bakerro01,2018,NYK,29,385,0.5
bakerro01,2019,NYK,11,107,0
bakerro01,2019,TOT,15,152,-0.1
bakerro01,2019,WAS,4,45,-0.1
baldwwa01,2017,MEM,36,417,-0.3
baldwwa01,2018,POR,11,99,0.19999999999999998
baldwwa01,2019,POR,16,94,-0.3
balkmre01,2010,DEN,13,91,0
balkmre01,2011,DEN,5,44,0.2
balkmre01,2011,NYK,3,18,0
balkmre01,2011,TOT,8,62,0.1
balkmre01,2012,NYK,14,115,0.3
ballla01,2021,CHO,51,1469,2.8
balllo01,2018,LAL,52,1780,2
balllo01,2019,LAL,47,1423,1.6
balllo01,2020,NOP,63,2025,2.4
balllo01,2021,NOP,55,1747,3.2
bambamo01,2019,ORL,47,766,1.7
bambamo01,2020,ORL,62,878,2.5
bambamo01,2021,ORL,46,725,1.8
banede01,2021,MEM,73,1618,3.1
banksma01,2010,TOR,22,244,0.5
banksma01,2011,TOR,3,22,0
barbole01,2010,PHO,60,1036,1.2000000000000002
barbole01,2011,TOR,58,1395,1.5
barbole01,2012,IND,33,659,0.6
barbole01,2012,TOR,42,946,1
barbole01,2012,TOT,64,1382,1.7
barbole01,2013,BOS,41,513,0.9
barbole01,2014,PHO,20,368,0.4
barbole01,2015,GSW,87,1211,3.3
barbole01,2016,GSW,91,1333,3
barbole01,2017,PHO,67,963,0.6
bareajo01,2010,DAL,84,1651,2.1
bareajo01,2011,DAL,102,2059,4
bareajo01,2012,MIN,41,1032,1.2
bareajo01,2013,MIN,74,1713,1.9
bareajo01,2014,MIN,79,1471,0.7
bareajo01,2015,DAL,82,1516,2.8000000000000003
bareajo01,2016,DAL,78,1767,2.3
bareajo01,2017,DAL,35,771,1.3
bareajo01,2018,DAL,69,1603,3.3
bareajo01,2019,DAL,38,752,1
bareajo01,2020,DAL,30,455,0.7
bargnan01,2010,TOR,80,2799,4.2
bargnan01,2011,TOR,66,2353,2.5
bargnan01,2012,TOR,31,1032,2.2
bargnan01,2013,TOR,35,1003,0.1
bargnan01,2014,NYK,42,1257,1.5
bargnan01,2015,NYK,29,785,0.9
bargnan01,2016,BRK,46,634,0.2
barneha02,2013,GSW,93,2519,3.8
barneha02,2014,GSW,85,2360,3.3000000000000003
barneha02,2015,GSW,103,2999,8.3
barneha02,2016,GSW,90,2785,5.6000000000000005
barneha02,2017,DAL,79,2803,4.6
barneha02,2018,DAL,77,2634,3.8
barneha02,2019,DAL,49,1584,1.9
barneha02,2019,SAC,28,949,1.7
barneha02,2019,TOT,77,2533,3.6
barneha02,2020,SAC,72,2482,4.6
barneha02,2021,SAC,58,2102,4.5
barnema02,2010,ORL,95,2423,7
barnema02,2011,LAL,63,1151,3.1
barnema02,2012,LAL,74,1625,3.9
barnema02,2013,LAC,86,2220,6.8999999999999995
barnema02,2014,LAC,76,2139,3.9
barnema02,2015,LAC,90,2680,4.8
barnema02,2016,MEM,80,2329,2.3000000000000003
barnema02,2017,GSW,32,471,0.9
barnema02,2017,SAC,54,1367,1
barnema02,2017,TOT,74,1777,2
barrerj01,2020,NYK,56,1704,-0.5
barrerj01,2021,NYK,77,2673,4.3999999999999995
barroea01,2010,NYK,7,232,0.4
barroea01,2011,MIL,7,85,0.2
barroea01,2011,PHO,12,183,-0.4
barroea01,2011,POR,3,37,-0.1
barroea01,2011,TOT,21,305,-0.2
barroea01,2012,GSW,2,9,0
barroea01,2013,NYK,1,37,0.1
barroea01,2013,TOT,12,159,0
barroea01,2013,WAS,11,122,-0.1
barroea01,2015,PHO,16,143,0
bartowi01,2013,POR,73,894,-0.5
bartowi01,2014,POR,48,468,0.7
bartowi01,2015,DEN,28,683,1.3
bartowi01,2015,POR,30,300,0
bartowi01,2015,TOT,58,983,1.3
bartowi01,2016,DEN,82,2353,4.3
bartowi01,2017,DEN,60,1705,3.3
bartowi01,2018,DEN,81,2683,6.2
bartowi01,2019,DEN,57,1517,1.2
bartowi01,2020,DEN,58,1916,4.2
bartowi01,2021,DEN,59,1819,2.3000000000000003
bassbr01,2010,ORL,57,690,2.2
bassbr01,2011,ORL,82,2119,6.6
bassbr01,2012,BOS,79,2476,6.5
bassbr01,2013,BOS,87,2443,5.2
bassbr01,2014,BOS,82,2266,5.1
bassbr01,2015,BOS,86,2015,5.3
bassbr01,2016,LAL,66,1342,4.1
bassbr01,2017,LAC,53,581,2.2
bateske01,2019,MIN,30,503,0.3
bateske01,2020,DEN,12,122,0.2
bateske01,2020,MIN,37,646,1
bateske01,2020,TOT,44,744,1.2
bateske01,2021,SAS,30,245,0.3
battish01,2010,HOU,67,2168,4.3
battish01,2011,HOU,59,1818,4
battish01,2011,MEM,36,896,1.7000000000000002
battish01,2011,TOT,82,2375,5.1
battish01,2012,MIA,88,2267,4.8
battish01,2013,MIA,94,2178,5
battish01,2014,MIA,89,1670,2.6
battito01,2010,BRK,15,134,0
battito01,2011,PHI,43,415,0.6
battito01,2012,PHI,27,295,0.5
batumni01,2010,POR,43,1057,3.7
batumni01,2011,POR,86,2673,6.6
batumni01,2012,POR,59,1791,4.8
batumni01,2013,POR,73,2807,5.8
batumni01,2014,POR,93,3415,8.6
batumni01,2015,POR,76,2589,5.3
batumni01,2016,CHO,75,2592,5.1
batumni01,2017,CHO,77,2617,4.6
batumni01,2018,CHO,64,1981,3.5
batumni01,2019,CHO,75,2354,3.7
batumni01,2020,CHO,22,505,0.6
batumni01,2021,LAC,85,2370,6.8
bayleje01,2010,POR,80,1470,2.9000000000000004
bayleje01,2011,NOP,11,149,-0.2
bayleje01,2011,TOR,60,1347,1.8
bayleje01,2011,TOT,71,1496,1.6
bayleje01,2012,TOR,31,705,2
bayleje01,2013,MEM,95,2085,4.3
bayleje01,2014,BOS,41,1036,1.4
bayleje01,2014,MEM,31,650,1
bayleje01,2014,TOT,72,1686,2.4
bayleje01,2015,MIL,83,1837,2.6
bayleje01,2016,MIL,52,1505,2.4
bayleje01,2017,PHI,3,71,-0.1
bayleje01,2018,PHI,40,927,1.1
bayleje01,2019,MIN,34,657,0
baynear01,2013,SAS,20,164,0.1
baynear01,2014,SAS,67,592,0.8
baynear01,2015,SAS,74,1162,3.9
baynear01,2016,DET,85,1277,3.9999999999999996
baynear01,2017,DET,75,1163,3
baynear01,2018,BOS,100,1874,4.4
baynear01,2019,BOS,60,936,2.6
baynear01,2020,PHO,42,934,2.1
baynear01,2021,TOR,53,980,1
bazemke01,2013,GSW,70,283,-0.1
bazemke01,2014,GSW,44,268,-0.2
bazemke01,2014,LAL,23,643,0.4
bazemke01,2014,TOT,67,911,0.2
bazemke01,2015,ATL,91,1627,2.1
bazemke01,2016,ATL,85,2408,4.3999999999999995
bazemke01,2017,ATL,79,2113,2.1
bazemke01,2018,ATL,65,1789,2.2
bazemke01,2019,ATL,67,1643,0.7
bazemke01,2020,POR,43,1111,-0.2
bazemke01,2020,SAC,25,577,0.8
bazemke01,2020,TOT,68,1688,0.6
bazemke01,2021,GSW,67,1333,1.8
bazleda01,2020,OKC,68,1256,1.3
bazleda01,2021,OKC,55,1714,-0.9
bealbr01,2013,WAS,56,1745,3
bealbr01,2014,WAS,84,2988,5.4
bealbr01,2015,WAS,73,2525,4.9
bealbr01,2016,WAS,55,1708,2.7
bealbr01,2017,WAS,90,3189,9.7
bealbr01,2018,WAS,88,3193,7.300000000000001
bealbr01,2019,WAS,82,3028,7.6
bealbr01,2020,WAS,57,2053,5.1
bealbr01,2021,WAS,65,2342,5.9
beaslma01,2017,DEN,22,165,0.2
beaslma01,2018,DEN,62,583,0.3
beaslma01,2019,DEN,95,2160,4.9
beaslma01,2020,DEN,41,746,0.5
beaslma01,2020,MIN,14,463,0.8
beaslma01,2020,TOT,55,1209,1.2
beaslma01,2021,MIN,37,1214,1.3
beaslmi01,2010,MIA,83,2463,4.5
beaslmi01,2011,MIN,73,2361,1.7
beaslmi01,2012,MIN,47,1087,0.5
beaslmi01,2013,PHO,75,1554,-1.5
beaslmi01,2014,MIA,59,854,1.6
beaslmi01,2015,MIA,24,505,-0.1
beaslmi01,2016,HOU,25,443,1
beaslmi01,2017,MIL,60,983,1.7
beaslmi01,2018,NYK,74,1653,2.4
beaslmi01,2019,LAL,26,277,0.2
beaubro01,2010,DAL,60,731,2
beaubro01,2011,DAL,28,496,0.2
beaubro01,2012,DAL,55,1163,2.1
beaubro01,2013,DAL,45,549,0.4
belinma01,2010,TOR,66,1121,1.2
belinma01,2011,NOP,86,2130,3.1
belinma01,2012,NOP,66,1966,2.9
belinma01,2013,CHI,85,2207,3.5
belinma01,2014,SAS,103,2372,6.7
belinma01,2015,SAS,69,1504,3.4
belinma01,2016,SAC,68,1672,0.5
belinma01,2017,CHO,74,1778,3.2
belinma01,2018,ATL,52,1210,1.9
belinma01,2018,PHI,38,1010,2.5
belinma01,2018,TOT,80,1947,3.7
belinma01,2019,SAS,86,1946,2.6
belinma01,2020,SAS,57,883,0.8
bellch01,2010,MIL,74,1619,2
bellch01,2011,GSW,19,171,-0.1
belljo01,2018,GSW,74,982,3.5
belljo01,2019,GSW,83,894,2
belljo01,2020,MEM,2,21,0
belljo01,2020,MIN,27,235,0.4
belljo01,2020,TOT,29,256,0.4
belljo01,2021,GSW,1,15,0
belljo01,2021,TOT,6,82,0
belljo01,2021,WAS,5,67,0
bellra01,2010,CHO,5,157,0.4
bellra01,2010,GSW,1,23,0.1
bellra01,2010,TOT,6,180,0.5
bellra01,2011,UTA,68,2097,1.7
bellra01,2012,UTA,34,796,1.1
bembrde01,2017,ATL,38,371,0.3
bembrde01,2018,ATL,26,455,-0.4
bembrde01,2019,ATL,82,1931,0.9
bembrde01,2020,ATL,43,915,0.2
bembrde01,2021,TOR,51,972,1.2
bendedr01,2017,PHO,43,574,-0.3
bendedr01,2018,PHO,82,2069,0.1
bendedr01,2019,PHO,46,826,0.5
bendedr01,2020,GSW,9,195,0.1
bendedr01,2020,MIL,7,91,0.2
bendedr01,2020,TOT,16,286,0.3
bendejo01,2010,NYK,25,292,0
benimje01,2015,UTA,2,3,0
bennean01,2014,CLE,52,663,-0.4
bennean01,2015,MIN,57,894,0.3
bennean01,2016,TOR,19,84,0.1
bennean01,2017,BRK,23,264,0.5
bensoke02,2012,GSW,3,9,0
bentibe01,2017,DAL,3,10,-0.1
bertada01,2017,SAS,80,920,2.5
bertada01,2018,SAS,82,1168,3
bertada01,2019,SAS,81,1711,4
bertada01,2020,WAS,54,1583,3.5
bertada01,2021,WAS,61,1570,3.2
bertada02,2019,NOP,12,167,-0.2
beverpa01,2013,HOU,47,913,2.6
beverpa01,2014,HOU,62,1953,4.4
beverpa01,2015,HOU,56,1727,3.5
beverpa01,2016,HOU,76,2170,4.300000000000001
beverpa01,2017,HOU,78,2383,6
beverpa01,2018,LAC,11,334,0.4
beverpa01,2019,LAC,84,2332,5
beverpa01,2020,LAC,59,1508,4.1
beverpa01,2021,LAC,53,1124,2.8
beysa01,2021,DET,70,1909,3.3
beyty01,2021,DAL,18,71,0
bhullsi01,2015,SAC,3,3,0
bibbymi01,2010,ATL,91,2487,5.2
bibbymi01,2011,ATL,56,1674,3.1
bibbymi01,2011,MIA,42,997,0.8
bibbymi01,2011,TOT,80,2285,4
bibbymi01,2011,WAS,2,29,-0.1
bibbymi01,2012,NYK,44,675,0.8999999999999999
biedran01,2010,GSW,33,763,1.6
biedran01,2011,GSW,59,1397,2.6
biedran01,2012,GSW,47,739,1.3
biedran01,2013,GSW,56,512,1.1
biedran01,2014,UTA,6,45,0
billuch01,2010,DEN,79,2697,10.1
billuch01,2011,DEN,51,1646,5.8
