bref_id,season,team,g,mp,ws
dayeau01,2012,DET,41,603,-0.6
dayeau01,2013,DET,24,348,0.8
dayeau01,2013,MEM,35,348,0.9
dayeau01,2013,TOT,55,676,1.6
dayeau01,2014,SAS,15,121,0.2
dayeau01,2014,TOR,8,33,0
dayeau01,2014,TOT,22,148,0.1
dayeau01,2015,ATL,8,76,0.1
dayeau01,2015,SAS,26,268,-0.1
dayeau01,2015,TOT,34,344,0
deckga01,2021,OKC,10,212,0.5
decolna01,2013,SAS,77,934,1.4000000000000001
decolna01,2014,SAS,26,301,0.6
decolna01,2014,TOR,22,197,0.4
decolna01,2014,TOT,47,494,1
dedmode01,2014,GSW,4,6,0
dedmode01,2014,ORL,16,234,0.5
dedmode01,2014,PHI,11,150,0.1
dedmode01,2014,TOT,31,390,0.6
dedmode01,2015,ORL,59,845,1.7
dedmode01,2016,ORL,58,705,2.4
dedmode01,2017,SAS,88,1427,5.5
dedmode01,2018,ATL,62,1542,3.7
dedmode01,2019,ATL,64,1609,4
dedmode01,2020,ATL,10,233,0.2
dedmode01,2020,SAC,34,541,-0.1
dedmode01,2020,TOT,44,774,0.1
dedmode01,2021,MIA,20,267,1.1
dejeabr01,2016,NOP,14,279,0.2
dekkesa01,2016,HOU,3,6,0
dekkesa01,2017,HOU,81,1450,3.2
dekkesa01,2018,LAC,73,883,1.2
dekkesa01,2019,CLE,9,169,0.3
dekkesa01,2019,TOT,47,788,1
dekkesa01,2019,WAS,38,619,0.8
delanma01,2017,ATL,74,1251,0.2
delanma01,2018,ATL,54,1014,1
delfica01,2010,MIL,82,2505,4.8
delfica01,2011,MIL,49,1590,3.5
delfica01,2012,MIL,54,1537,2.4
delfica01,2013,HOU,72,1809,3.6
delgaan01,2019,LAC,2,15,0
dellama01,2014,CLE,72,1271,2.1
dellama01,2015,CLE,87,1877,2.1
dellama01,2016,CLE,96,2108,4.2
dellama01,2017,MIL,82,2145,1.3
dellama01,2018,MIL,44,790,0.5
dellama01,2019,CLE,36,715,0.4
dellama01,2019,MIL,12,97,0.1
dellama01,2019,TOT,48,812,0.5
dellama01,2020,CLE,57,821,0.2
dellama01,2021,CLE,13,224,0
denglu01,2010,CHI,75,2854,6.2
denglu01,2011,CHI,98,3895,12
denglu01,2012,CHI,60,2357,6.3
denglu01,2013,CHI,80,3127,6
denglu01,2014,CHI,23,860,2.4
denglu01,2014,CLE,40,1353,2.2
denglu01,2014,TOT,63,2213,4.5
denglu01,2015,MIA,72,2421,5.4
denglu01,2016,MIA,88,2889,8
denglu01,2017,LAL,56,1486,0.9
denglu01,2018,LAL,1,13,0
denglu01,2019,MIN,22,392,0.8
dentmju01,2012,SAS,2,19,0
dentmju01,2012,TOR,4,72,-0.1
dentmju01,2012,TOT,6,91,-0.1
dentmju01,2013,DAL,2,4,0
derozde01,2010,TOR,77,1664,2.3
derozde01,2011,TOR,82,2851,3.2
derozde01,2012,TOR,63,2206,2.5
derozde01,2013,TOR,82,3013,4.7
derozde01,2014,TOR,86,3299,9.600000000000001
derozde01,2015,TOR,64,2259,4
derozde01,2016,TOR,98,3550,10
derozde01,2017,TOR,84,2993,9.5
derozde01,2018,TOR,90,3065,9.799999999999999
derozde01,2019,SAS,84,2939,7.1
derozde01,2020,SAS,68,2316,7.3
derozde01,2021,SAS,61,2056,7.4
derrima01,2019,GSW,11,67,0.2
diakima01,2021,MIL,21,176,0.3
diallch01,2017,NOP,17,199,0.5
diallch01,2018,NOP,59,629,1.9
diallch01,2019,NOP,64,896,2.6
diallch01,2020,PHO,47,479,1.3
diallha01,2019,OKC,51,526,0.8
diallha01,2020,OKC,49,921,0.4
diallha01,2021,DET,20,465,0.6
diallha01,2021,OKC,32,761,1
diallha01,2021,TOT,52,1226,1.6
diawaya01,2010,MIA,6,44,-0.1
diawbo01,2010,CHO,86,3058,6.1000000000000005
diawbo01,2011,CHO,82,2778,4.8
diawbo01,2012,CHO,37,1018,-0.5
diawbo01,2012,SAS,34,752,2.2
diawbo01,2012,TOT,57,1424,0.6
diawbo01,2013,SAS,91,1982,4.9
diawbo01,2014,SAS,102,2578,6.9
diawbo01,2015,SAS,88,2182,4.1
diawbo01,2016,SAS,85,1545,4.1
diawbo01,2017,UTA,84,1486,1.4000000000000001
dienetr01,2010,IND,4,25,0
dienetr01,2010,POR,7,33,0
dienetr01,2010,TOT,9,51,0
dienggo01,2014,MIN,60,818,2.2
dienggo01,2015,MIN,73,2193,4.9
dienggo01,2016,MIN,82,2220,5.9
dienggo01,2017,MIN,82,2653,5.7
dienggo01,2018,MIN,84,1403,3
dienggo01,2019,MIN,76,1031,2.8
dienggo01,2020,MEM,17,318,0.9
dienggo01,2020,MIN,46,778,2.1
dienggo01,2020,TOT,63,1096,2.9
dienggo01,2021,MEM,22,371,1.5
dienggo01,2021,SAS,16,181,0.7
dienggo01,2021,TOT,38,552,2.1
dinwisp01,2015,DET,34,455,0.1
dinwisp01,2016,DET,13,161,0.1
dinwisp01,2017,BRK,59,1334,2.8
dinwisp01,2018,BRK,80,2306,5.7
dinwisp01,2019,BRK,73,2045,4.8
dinwisp01,2020,BRK,64,1994,4.8
dinwisp01,2021,BRK,3,64,0.1
dioguik01,2011,LAC,36,470,1
dioguik01,2012,SAS,2,14,0
diopde01,2010,CHO,27,262,0.4
diopde01,2011,CHO,16,181,-0.1
diopde01,2012,CHO,27,325,-0.2
diopde01,2013,CHO,22,226,-0.1
divindo01,2019,MIL,27,411,0.6
divindo01,2020,MIL,76,1685,4.6
divindo01,2021,MIL,69,1884,3.5
doncilu01,2019,DAL,72,2318,4.9
doncilu01,2020,DAL,67,2262,9.3
doncilu01,2021,DAL,73,2543,8.5
doolike01,2010,BRK,53,971,0.7
doolike01,2011,MIL,80,1757,2.9
doolike01,2012,BOS,66,874,1.1
doolike01,2013,MEM,21,196,0.30000000000000004
dorsejo01,2010,HOU,7,54,0.1
dorsejo01,2010,SAC,8,52,0
dorsejo01,2010,TOT,15,106,0.1
dorsejo01,2011,TOR,43,522,0.8
dorsejo01,2015,HOU,75,867,1.9
dorsety01,2018,ATL,56,974,0.4
dorsety01,2019,ATL,27,251,-0.1
dorsety01,2019,MEM,21,447,0.7
dorsety01,2019,TOT,48,698,0.6
dortlu01,2020,OKC,42,995,0.5
dortlu01,2021,OKC,52,1543,0.3
dotsoda01,2018,NYK,44,474,0.6
dotsoda01,2019,NYK,73,2004,1.5
dotsoda01,2020,NYK,48,836,0.9
dotsoda01,2021,CLE,46,907,0
dotsode01,2021,CHI,11,50,0.2
douglch01,2010,BRK,67,1730,0.7
douglch01,2011,MIL,44,884,1.6
douglch01,2013,DAL,6,63,0.1
douglch01,2014,CHO,53,1086,2.6999999999999997
douglch01,2015,LAC,12,103,0
douglto01,2010,NYK,56,1087,2.2
douglto01,2011,NYK,85,2083,4.4
douglto01,2012,NYK,39,664,-0.6
douglto01,2013,HOU,49,913,1.5
douglto01,2013,SAC,22,376,0.9
douglto01,2013,TOT,71,1289,2.4
douglto01,2014,GSW,24,265,0.2
douglto01,2014,MIA,37,439,0.7999999999999999
douglto01,2014,TOT,51,675,0.9
douglto01,2015,NOP,12,177,0.2
douglto01,2016,NOP,61,1262,2.5
douglto01,2017,MEM,24,394,0.5
doumbse01,2020,DET,38,754,-0.3
doumbse01,2021,DET,56,869,-0.2
dowdeza01,2011,PHO,24,292,-0.1
doylemi01,2018,BRK,10,125,-0.1
doziepj01,2018,OKC,2,3,0
doziepj01,2019,BOS,6,51,0.1
doziepj01,2020,DEN,41,537,0.4
doziepj01,2021,DEN,50,1088,1.1
dragigo01,2010,PHO,96,1679,3.3
dragigo01,2011,HOU,22,378,1.2
dragigo01,2011,PHO,48,856,-0.2
dragigo01,2011,TOT,70,1234,1
dragigo01,2012,HOU,66,1752,5.1
dragigo01,2013,PHO,77,2581,5.7
dragigo01,2014,PHO,76,2668,10.3
dragigo01,2015,MIA,26,905,2.8
dragigo01,2015,PHO,52,1735,4
dragigo01,2015,TOT,78,2640,6.8
dragigo01,2016,MIA,86,2835,5.7
dragigo01,2017,MIA,73,2459,7.5
dragigo01,2018,MIA,80,2534,5.3
dragigo01,2019,MIA,36,991,1.6
dragigo01,2020,MIA,76,2216,4.3
dragigo01,2021,MIA,54,1454,1.3
dragizo01,2015,MIA,10,62,0
dragizo01,2015,PHO,6,13,0
dragizo01,2015,TOT,16,75,-0.1
drewla02,2015,PHI,12,219,-0.4
drewla02,2018,NOP,7,55,0
drewla02,2018,PHI,3,15,-0.1
drewla02,2018,TOT,10,70,-0.1
drumman01,2013,DET,60,1243,4.5
drumman01,2014,DET,81,2619,9.9
drumman01,2015,DET,82,2502,7.7
drumman01,2016,DET,85,2797,7.4
drumman01,2017,DET,81,2409,6.7
drumman01,2018,DET,78,2625,10.3
drumman01,2019,DET,83,2774,9.9
drumman01,2020,CLE,8,225,0.3
drumman01,2020,DET,49,1654,4
drumman01,2020,TOT,57,1879,4.2
drumman01,2021,CLE,25,722,0.6
drumman01,2021,LAL,26,625,1.5999999999999999
drumman01,2021,TOT,46,1242,2
dudleja01,2010,PHO,98,2368,6.5
dudleja01,2011,PHO,82,2140,5.6
dudleja01,2012,PHO,65,2020,5.1
dudleja01,2013,PHO,79,2170,4.8
dudleja01,2014,LAC,81,1774,2.4
dudleja01,2015,MIL,78,1827,4.3999999999999995
dudleja01,2016,WAS,81,2098,4.6
dudleja01,2017,PHO,64,1362,1.8
dudleja01,2018,PHO,48,686,0.8
dudleja01,2019,BRK,63,1302,1.8
dudleja01,2020,LAL,54,395,0.7000000000000001
dudleja01,2021,LAL,14,86,0.1
duhonch01,2010,NYK,67,2072,1.9
duhonch01,2011,ORL,52,778,0.30000000000000004
duhonch01,2012,ORL,68,1287,1.2
duhonch01,2013,LAL,48,888,0.9
dukandu01,2016,SAC,1,24,0
duncati01,2010,SAS,88,2811,11.6
duncati01,2011,SAS,82,2368,7.9
duncati01,2012,SAS,72,2097,7.7
duncati01,2013,SAS,90,2813,10.8
duncati01,2014,SAS,97,2910,10.600000000000001
duncati01,2015,SAS,84,2477,10.799999999999999
duncati01,2016,SAS,71,1754,5.6000000000000005
dunlemi02,2010,IND,67,1486,2.3
dunlemi02,2011,IND,66,1755,4.7
dunlemi02,2012,MIL,55,1445,4.4
dunlemi02,2013,MIL,79,2034,4.800000000000001
dunlemi02,2014,CHI,87,2747,6.9
dunlemi02,2015,CHI,75,2227,5.5
dunlemi02,2016,CHI,31,703,0.9
dunlemi02,2017,ATL,36,528,1.2
dunlemi02,2017,CLE,23,366,0.3
dunlemi02,2017,TOT,53,841,1.5
dunnkr01,2017,MIN,78,1333,0.1
dunnkr01,2018,CHI,52,1525,0.9
dunnkr01,2019,CHI,46,1389,0.6
dunnkr01,2020,CHI,51,1269,2.3
dunnkr01,2021,ATL,7,70,-0.2
duprero01,2011,TOR,3,13,0
duranke01,2010,OKC,88,3470,16.400000000000002
duranke01,2011,OKC,95,3760,15.3
duranke01,2012,OKC,86,3383,16.2
duranke01,2013,OKC,92,3604,21
duranke01,2014,OKC,100,3937,21.7
duranke01,2015,OKC,27,913,4.8
duranke01,2016,OKC,90,3304,16.5
duranke01,2017,GSW,77,2603,15.1
duranke01,2018,GSW,89,3132,14.4
duranke01,2019,GSW,90,3144,13.4
duranke01,2021,BRK,47,1642,7.2
duvaltr01,2019,MIL,3,6,0.1
dysonje01,2012,NOP,9,180,0.1
earlycl01,2015,NYK,39,647,-0.4
earlycl01,2016,NYK,17,154,-0.2
ebankde01,2011,LAL,20,118,0.4
ebankde01,2012,LAL,33,522,0.4
ebankde01,2013,LAL,19,197,-0.1
eddieja01,2016,WAS,26,147,0.1
eddieja01,2017,PHO,5,62,0.1
eddieja01,2018,BOS,2,6,0
eddieja01,2018,CHI,1,3,0
eddieja01,2018,TOT,3,9,0
edwaran01,2021,MIN,72,2314,0.8
edwarca01,2020,BOS,38,354,0.1
edwarca01,2021,BOS,33,281,0.3
edwarsh01,2014,CLE,2,12,0
edwarvi01,2019,HOU,2,16,0
ellebcj01,2021,POR,32,200,0.1
ellenhe01,2017,DET,19,146,-0.2
ellenhe01,2018,DET,38,329,0.1
ellenhe01,2019,DET,2,25,0.1
ellenhe01,2019,NYK,17,234,0.3
ellenhe01,2019,TOT,19,259,0.4
ellenhe01,2020,BRK,5,15,-0.1
ellenhe01,2021,TOR,2,38,0.1
ellinwa01,2010,MIN,76,1384,0.4
ellinwa01,2011,MIN,62,1181,0.3
ellinwa01,2012,MIN,51,973,0.8
ellinwa01,2013,CLE,38,985,1.9
ellinwa01,2013,MEM,40,676,1.3
ellinwa01,2013,TOT,78,1661,3.2
ellinwa01,2014,DAL,47,407,0.7
ellinwa01,2015,LAL,65,1675,1.2
ellinwa01,2016,BRK,76,1615,0.8
ellinwa01,2017,MIA,62,1500,3.3
ellinwa01,2018,MIA,82,2142,4.5
ellinwa01,2019,DET,32,895,1.4000000000000001
ellinwa01,2019,MIA,25,533,1
ellinwa01,2019,TOT,53,1297,2.6
ellinwa01,2020,NYK,36,558,0.4
ellinwa01,2021,DET,46,1012,1.9
ellismo01,2010,GSW,64,2647,1.3
ellismo01,2011,GSW,80,3227,6
ellismo01,2012,GSW,37,1365,1.5
ellismo01,2012,MIL,21,755,1.1
ellismo01,2012,TOT,58,2120,2.6
ellismo01,2013,MIL,86,3228,4.3999999999999995
ellismo01,2014,DAL,89,3272,5.2
ellismo01,2015,DAL,85,2896,4
ellismo01,2016,IND,88,2959,4.6
ellismo01,2017,IND,78,2074,1.1
elsonfr01,2010,MIL,11,62,0.1
elsonfr01,2010,PHI,1,4,0
elsonfr01,2010,TOT,12,66,0
elsonfr01,2011,UTA,62,610,0.6
elsonfr01,2012,PHI,5,16,0
elyme01,2011,DEN,30,366,0.6
elyme01,2014,NOP,2,27,0
embiijo01,2017,PHI,31,786,1.9
embiijo01,2018,PHI,71,2190,6.8
embiijo01,2019,PHI,75,2488,9.7
embiijo01,2020,PHI,55,1651,6.5
embiijo01,2021,PHI,62,1942,10.3
emmetan01,2012,BRK,6,45,0.1
engliki01,2013,DET,41,407,0.2
ennisja01,2015,MIA,62,1051,1.9
ennisja01,2016,MEM,10,40,0.1
ennisja01,2016,MIA,3,7,0
ennisja01,2016,NOP,9,282,0.8
ennisja01,2016,TOT,22,329,0.9
ennisja01,2017,MEM,70,1660,3.3000000000000003
ennisja01,2018,DET,27,551,1
ennisja01,2018,MEM,45,1053,2
ennisja01,2018,TOT,72,1604,3.1
ennisja01,2019,HOU,40,949,2.2
ennisja01,2019,PHI,29,513,0.9
ennisja01,2019,TOT,58,1230,2.6
ennisja01,2020,ORL,25,608,0.7
ennisja01,2020,PHI,49,776,1.7
ennisja01,2020,TOT,69,1265,2.4
ennisja01,2021,ORL,41,986,2
ennisty01,2015,MIL,26,369,-0.3
ennisty01,2015,PHO,8,58,0
ennisty01,2015,TOT,33,411,-0.3
ennisty01,2016,MIL,46,654,0.4
ennisty01,2017,HOU,31,196,-0.2
ennisty01,2017,LAL,22,392,0.6
ennisty01,2017,TOT,53,588,0.4
ennisty01,2018,LAL,54,683,0.8
erdense01,2011,BOS,37,531,1.4
erdense01,2011,CLE,4,64,0
erdense01,2011,TOT,41,595,1.4
erdense01,2012,CLE,28,333,0.4
eubandr01,2019,SAS,23,113,0.3
eubandr01,2020,SAS,22,272,0.8
eubandr01,2021,SAS,54,755,2.3
evansja01,2018,LAC,48,778,-0.2
evansja01,2019,OKC,1,1,0
evansja01,2019,PHO,7,64,-0.2
evansja01,2019,TOT,8,65,-0.2
evansja02,2019,GSW,37,222,-0.1
evansja02,2020,GSW,27,414,-0.5
evansja02,2020,MIN,2,4,0
evansja02,2020,TOT,29,418,-0.5
evansje01,2011,UTA,49,463,1.6
evansje01,2012,UTA,31,224,0.9
evansje01,2013,UTA,37,215,0.9
evansje01,2014,UTA,66,1209,2.8
evansje01,2015,UTA,38,266,1.3
evansje01,2016,DAL,30,251,0.6
evansje01,2018,ATL,1,5,0
evansma01,2010,ATL,90,1465,2.9
evansma01,2011,ATL,47,837,0.9
evansma01,2011,TOT,73,1549,1.7
evansma01,2011,WAS,26,712,0.9
evansma01,2012,WAS,24,343,0.3
evansre01,2010,TOR,28,311,0.2
evansre01,2011,TOR,30,798,1.3
evansre01,2012,LAC,67,969,1.7000000000000002
evansre01,2013,BRK,87,2176,4.8
evansre01,2014,BRK,30,399,0.4
evansre01,2014,SAC,24,500,1.1
evansre01,2014,TOT,54,899,1.5
evansre01,2015,SAC,47,764,1.2
evansty01,2010,SAC,72,2677,5.4
evansty01,2011,SAC,57,2107,1.6
evansty01,2012,SAC,63,2162,2.7
evansty01,2013,SAC,65,2016,4.4
evansty01,2014,NOP,72,2028,3.1
evansty01,2015,NOP,83,2815,4.5
evansty01,2016,NOP,25,765,1.4
evansty01,2017,NOP,26,474,0.5
evansty01,2017,SAC,14,314,0.2
evansty01,2017,TOT,40,788,0.7
evansty01,2018,MEM,52,1607,4.2
evansty01,2019,IND,73,1486,0.4
ewingpa02,2011,NOP,9,21,-0.1
exumda01,2015,UTA,82,1817,-0.1
exumda01,2017,UTA,73,1312,1.4
exumda01,2018,UTA,24,349,0.6
exumda01,2019,UTA,42,664,1
exumda01,2020,CLE,24,402,0.5
exumda01,2020,TOT,35,485,0.4
exumda01,2020,UTA,11,83,-0.1
exumda01,2021,CLE,6,116,-0.1
eyengch01,2011,CLE,44,947,-0.3
eyengch01,2012,CLE,6,83,-0.2
eyengch01,2012,LAL,4,28,0
eyengch01,2012,TOT,7,102,-0.1
ezelife01,2013,GSW,90,1254,1.6
ezelife01,2015,GSW,66,687,2.3
ezelife01,2016,GSW,69,973,3
fallta01,2020,BOS,9,36,0.2
fallta01,2021,BOS,20,137,0.5
farieke01,2012,DEN,53,1229,5.1
farieke01,2013,DEN,85,2393,8.2
farieke01,2014,DEN,80,2178,6.5
farieke01,2015,DEN,75,2086,5.6
farieke01,2016,DEN,67,1694,5.5
farieke01,2017,DEN,61,1296,4.5
farieke01,2018,DEN,32,461,1.3
farieke01,2019,BRK,12,118,0.4
farieke01,2019,HOU,31,666,2.9
farieke01,2019,TOT,37,728,2.9
farmajo01,2010,LAL,105,1775,3.1999999999999997
farmajo01,2011,BRK,73,1796,1.9
farmajo01,2012,BRK,39,831,1.8
farmajo01,2014,LAL,41,912,0.7
farmajo01,2015,LAC,36,529,0.6
farmajo01,2016,MEM,16,404,0.10000000000000003
farmajo01,2017,SAC,2,35,0
favervi01,2014,BOS,37,488,0.3
favorde01,2011,BRK,56,1091,1.9
favorde01,2011,TOT,78,1535,2.9
favorde01,2011,UTA,22,444,1
favorde01,2012,UTA,69,1492,3.2
favorde01,2013,UTA,77,1787,4.4
favorde01,2014,UTA,73,2201,5.1
favorde01,2015,UTA,74,2280,8.3
favorde01,2016,UTA,62,1983,7.1
favorde01,2017,UTA,61,1411,3.4000000000000004
favorde01,2018,UTA,88,2439,8.9
favorde01,2019,UTA,81,1869,8.4
favorde01,2020,NOP,51,1243,4.2
favorde01,2021,UTA,79,1184,5.5
feldeka01,2017,CLE,42,386,0.1
feldeka01,2018,CHI,14,134,-0.5
feldeka01,2018,DET,2,6,0
feldeka01,2018,TOT,16,140,-0.5
feliccr01,2016,CHI,31,321,1.2
feliccr01,2017,CHI,72,1122,3.5
feliccr01,2018,CHI,55,977,1.7
feliccr01,2019,CHI,60,746,1.4
feliccr01,2020,CHI,22,386,1
feliccr01,2021,CHI,18,84,0.3
felixca01,2014,CLE,7,38,0
feltora01,2010,CHO,84,2773,6.6
feltora01,2011,DEN,26,815,1.3
feltora01,2011,NYK,54,2074,4
feltora01,2011,TOT,75,2737,5.4
feltora01,2012,POR,60,1906,1.7
feltora01,2013,NYK,80,2767,5.4
feltora01,2014,NYK,65,2017,2.2
feltora01,2015,DAL,32,317,0.2
feltora01,2016,DAL,85,2364,2.6
feltora01,2017,LAC,87,1827,2.1999999999999997
feltora01,2018,OKC,88,1444,2.3000000000000003
feltora01,2019,OKC,38,436,0.7
fergute01,2018,OKC,64,769,1.3
fergute01,2019,OKC,79,2059,2.8
fergute01,2020,OKC,60,1299,0.5
fergute01,2021,PHI,13,49,-0.2
fernabr01,2020,ATL,56,713,0.8
fernabr01,2021,ATL,37,236,0
fernaru01,2010,POR,68,1560,3.1
fernaru01,2011,POR,84,1902,3.8
fernaru01,2012,DEN,31,710,1.2
ferreyo01,2017,BRK,10,151,-0.2
ferreyo01,2017,DAL,36,1046,2
ferreyo01,2017,TOT,46,1197,1.8
ferreyo01,2018,DAL,82,2282,3
ferreyo01,2019,SAC,71,1067,1.9
ferreyo01,2020,SAC,50,530,0.7
ferreyo01,2021,CLE,2,40,0
ferreyo01,2021,LAC,16,108,0.3
ferreyo01,2021,TOT,10,136,0.3
fesenky01,2010,UTA,59,589,0.3
fesenky01,2011,UTA,53,456,-0.1
fesenky01,2012,IND,3,17,0.1
fieldla01,2011,NYK,86,2612,5.1
fieldla01,2012,NYK,71,2009,3.4
fieldla01,2013,TOR,51,1037,1.1
fieldla01,2014,TOR,33,348,0.4
fieldla01,2015,TOR,26,216,0.3
finlemi01,2010,BOS,39,422,0.9
finlemi01,2010,SAS,25,395,0.2
finlemi01,2010,TOT,46,709,1
finnedo01,2017,DAL,81,1642,1.4
finnedo01,2018,DAL,21,448,0.1
finnedo01,2019,DAL,81,1985,3.3
finnedo01,2020,DAL,77,2311,5.1000000000000005
finnedo01,2021,DAL,67,2192,4.5
fishede01,2010,LAL,105,2981,5.3
fishede01,2011,LAL,92,2622,4.4
fishede01,2012,LAL,43,1101,1.1
fishede01,2012,OKC,40,853,0.7
fishede01,2012,TOT,63,1508,1.2
fishede01,2013,DAL,9,229,0.1
fishede01,2013,OKC,35,607,0.8999999999999999
fishede01,2013,TOT,33,575,0.4
fishede01,2014,OKC,100,1727,3.4
fittsma01,2021,LAC,3,11,0
flynnjo01,2010,MIN,81,2339,0.1
flynnjo01,2011,MIN,53,983,-1.3
flynnjo01,2012,HOU,11,135,0
flynnjo01,2012,POR,18,281,0.1
flynnjo01,2012,TOT,29,416,0.1
flynnma01,2021,TOR,47,928,0.8
footeje01,2012,NOP,4,39,-0.1
forbebr01,2017,SAS,42,358,0.1
forbebr01,2018,SAS,84,1571,2.1
forbebr01,2019,SAS,89,2505,4.2
forbebr01,2020,SAS,63,1579,1.5
forbebr01,2021,MIL,85,1582,3.3000000000000003
forbega01,2011,DEN,64,793,0.9
forbega01,2012,TOR,48,713,0.8
fordtj01,2010,IND,47,1189,1.4
fordtj01,2011,IND,43,787,0.2
fordtj01,2012,SAS,14,191,0.2
forretr01,2021,UTA,34,312,0.7
fortsco01,2012,HOU,6,49,-0.1
fortsco01,2012,LAC,4,46,0
fortsco01,2012,TOT,10,95,0
fosteje01,2010,IND,16,255,0.4
fosteje01,2011,IND,61,1033,3.1
fosteje01,2012,IND,11,141,0.4
fournev01,2013,DEN,42,481,0.9
fournev01,2014,DEN,76,1503,1.4
fournev01,2015,ORL,58,1661,2.1
fournev01,2016,ORL,79,2566,5.7
fournev01,2017,ORL,68,2234,2.8
fournev01,2018,ORL,57,1837,3.3
fournev01,2019,ORL,86,2728,2.9000000000000004
fournev01,2020,ORL,71,2247,4.6
fournev01,2021,BOS,21,639,1.2000000000000002
fournev01,2021,ORL,26,787,1.7
fournev01,2021,TOT,42,1259,2.8
foxde01,2018,SAC,73,2026,-0.6
foxde01,2019,SAC,81,2546,5.6
foxde01,2020,SAC,51,1634,4
foxde01,2021,SAC,58,2036,4.2
foyera01,2010,WAS,70,1667,2.2
foyera01,2011,LAC,63,1551,1.7
foyera01,2012,LAC,76,1973,3.3000000000000003
foyera01,2013,UTA,82,2249,3.7
foyera01,2014,DEN,81,2485,4.6
foyera01,2015,DEN,50,1087,1
foyera01,2016,DEN,54,1070,0
foyera01,2016,OKC,43,762,0.4
foyera01,2016,TOT,81,1642,0.4
foyera01,2017,BRK,69,1284,0.2
frankja01,2014,MEM,23,165,0
frankja01,2015,DEN,3,13,0
frankro01,2021,ORL,7,101,0.3
frazime01,2019,ORL,13,59,-0.1
frazime01,2020,ORL,19,126,0.2
frazimi01,2020,HOU,17,157,-0.2
fraziti01,2015,PHI,6,171,-0.3
fraziti01,2015,POR,7,71,0.1
fraziti01,2015,TOT,11,239,-0.1
fraziti01,2016,NOP,16,469,1.2
fraziti01,2016,POR,35,272,-0.3
fraziti01,2016,TOT,51,741,1
fraziti01,2017,NOP,65,1525,2.4
fraziti01,2018,WAS,61,844,1.4
fraziti01,2019,MIL,23,251,0.6000000000000001
fraziti01,2019,NOP,47,909,1.5
fraziti01,2019,TOT,59,1120,2
fraziti01,2020,DET,27,355,0.1
fraziti01,2021,MEM,5,62,-0.2
fredeji01,2012,SAC,61,1135,0.3
fredeji01,2013,SAC,69,967,1.1
fredeji01,2014,CHI,8,56,0
fredeji01,2014,SAC,41,463,0.8
fredeji01,2014,TOT,49,519,0.8
fredeji01,2015,NOP,50,509,0.2
fredeji01,2016,NOP,4,13,-0.1
fredeji01,2016,NYK,2,5,0.1
fredeji01,2016,TOT,6,18,0
fredeji01,2019,PHO,6,65,-0.2
freeljo01,2013,POR,51,477,0.2
freeljo01,2014,POR,61,751,1.2999999999999998
freeljo01,2015,POR,50,624,1.6
fryech01,2010,PHO,97,2625,7.2
fryech01,2011,PHO,77,2541,4.7
fryech01,2012,PHO,64,1669,3.7
fryech01,2014,PHO,82,2312,5.3
fryech01,2015,ORL,75,1870,2.1
fryech01,2016,CLE,43,683,2.7
fryech01,2016,ORL,44,754,1.5
fryech01,2016,TOT,70,1200,3
fryech01,2017,CLE,86,1552,4.4
fryech01,2018,CLE,44,545,1.2
fryech01,2018,LAL,9,150,0.3
fryech01,2018,TOT,53,695,1.5
fryech01,2019,CLE,36,341,0.1
fultzma01,2018,PHI,17,276,0.2
fultzma01,2019,PHI,19,427,0.3
fultzma01,2020,ORL,77,2143,2.6
fultzma01,2021,ORL,8,215,-0.1
gabriwe01,2020,POR,23,227,0.4
gabriwe01,2020,SAC,11,61,0
gabriwe01,2020,TOT,30,235,0.2
gabriwe01,2021,NOP,21,241,0.3
gadzuda01,2010,MIL,39,390,0.6
gadzuda01,2011,GSW,28,297,0.1
gadzuda01,2011,BRK,14,166,0.1
gadzuda01,2011,TOT,42,463,0.1
gadzuda01,2012,NYK,2,13,0
gaffoda01,2020,CHI,43,609,1.9
gaffoda01,2021,CHI,31,383,1.5
gaffoda01,2021,TOT,54,791,3.5
gaffoda01,2021,WAS,28,525,2.6
gainesu01,2010,UTA,37,224,0.6
gainesu01,2011,MIN,8,65,-0.1
gainesu01,2011,BRK,10,146,0.1
gainesu01,2011,TOR,6,90,-0.1
gainesu01,2011,TOT,24,301,-0.1
gainesu01,2012,BRK,57,793,1
gallida01,2010,NYK,81,2747,5.6
gallida01,2011,DEN,19,581,1.4
gallida01,2011,NYK,48,1671,4.9
gallida01,2011,TOT,62,2104,6.1
gallida01,2012,DEN,50,1573,4.2
gallida01,2013,DEN,71,2309,7.2
gallida01,2015,DEN,59,1426,3.9
gallida01,2016,DEN,53,1839,6.3
gallida01,2017,DEN,63,2134,6.8
gallida01,2018,LAC,21,671,1.2
gallida01,2019,LAC,74,2260,8.1
gallida01,2020,OKC,69,2046,6.6
gallida01,2021,ATL,67,1618,4.6000000000000005
gallola01,2015,NYK,45,1457,1.3
gallola01,2016,NYK,82,2033,3.3
gallola01,2017,NOP,55,1120,1.2
gallola01,2017,SAC,19,375,0.1
gallola01,2017,TOT,74,1495,1.3
gallola01,2018,DET,58,863,1.4
gallola01,2019,DET,84,1855,3.3
gallola01,2020,DET,66,1702,3.1
gallola01,2021,PHO,42,453,0.8
garcifr01,2010,SAC,25,575,1
garcifr01,2011,SAC,58,1386,3
garcifr01,2012,SAC,49,798,0.8
